1	96
2	16
3	24
4	8
5	98
6	7
7	64
8	5
9	97
10	26
11	17
12	64
13	11
14	13
15	97
16	56
17	57
18	95
19	26
20	53
21	32
22	46
23	29
24	27
25	69
26	6
27	30
28	66
29	86
30	94
31	25
32	79
33	56
34	2
35	38
36	46
37	40
38	27
39	58
40	78
41	30
42	68
43	66
44	43
45	12
46	1
47	21
48	71
49	54
50	83
51	29
52	57
53	23
54	36
55	39
56	38
57	29
58	17
59	88
60	61
61	89
62	42
63	77
64	22
65	60
66	76
67	91
68	60
69	65
70	51
71	60
72	21
73	33
74	76
75	66
76	43
77	11
78	74
79	49
80	64
81	17
82	25
83	65
84	22
85	92
86	74
87	10
88	57
89	82
90	19
91	59
92	87
93	91
94	32
95	46
96	39
97	15
98	24
99	18
100	41
101	3
102	34
103	5
104	45
105	79
106	85
107	21
108	23
109	74
110	63
111	45
112	40
113	74
114	63
115	73
116	60
117	39
118	43
119	2
120	40
121	43
122	61
123	88
124	94
125	0
126	12
127	99
128	36
129	58
130	44
131	69
132	61
133	24
134	48
135	5
136	36
137	94
138	17
139	13
140	63
141	90
142	12
143	14
144	63
145	67
146	99
147	38
148	15
149	52
150	28
151	23
152	19
153	42
154	83
155	63
156	48
157	96
158	67
159	45
160	85
161	52
162	17
163	86
164	8
165	94
166	78
167	65
168	31
169	90
170	91
171	40
172	39
173	87
174	10
175	99
176	60
177	15
178	54
179	36
180	15
181	75
182	27
183	78
184	33
185	19
186	45
187	92
188	47
189	23
190	57
191	38
192	19
193	13
194	56
195	13
196	3
197	12
198	35
199	28
200	9
201	58
202	58
203	27
204	91
205	37
206	4
207	89
208	92
209	36
210	16
211	3
212	73
213	80
214	72
215	58
216	95
217	35
218	59
219	98
220	33
221	30
222	25
223	17
224	74
225	54
226	19
227	52
228	88
229	5
230	95
231	6
232	88
233	71
234	75
235	78
236	16
237	57
238	86
239	2
240	95
241	46
242	73
243	74
244	60
245	43
246	77
247	32
248	76
249	45
250	21
251	51
252	37
253	51
254	3
255	62
256	54
257	59
258	15
259	21
260	97
261	75
262	47
263	95
264	61
265	32
266	47
267	13
268	49
269	17
270	49
271	72
272	56
273	46
274	53
275	94
276	43
277	9
278	96
279	22
280	45
281	2
282	75
283	53
284	40
285	43
286	92
287	45
288	46
289	27
290	71
291	21
292	65
293	1
294	55
295	28
296	27
297	86
298	72
299	55
300	81
301	6
302	69
303	14
304	0
305	88
306	16
307	27
308	84
309	96
310	17
311	54
312	2
313	70
314	81
315	77
316	12
317	55
318	83
319	43
320	23
321	43
322	29
323	24
324	28
325	79
326	98
327	48
328	11
329	28
330	91
331	81
332	50
333	65
334	56
335	45
336	23
337	99
338	26
339	73
340	15
341	73
342	71
343	67
344	82
345	96
346	74
347	10
348	63
349	97
350	12
351	87
352	16
353	71
354	32
355	38
356	54
357	36
358	12
359	43
360	37
361	27
362	56
363	43
364	35
365	64
366	85
367	72
368	16
369	55
370	82
371	12
372	6
373	68
374	94
375	6
376	58
377	21
378	68
379	29
380	19
381	63
382	4
383	46
384	50
385	9
386	59
387	58
388	52
389	74
390	61
391	34
392	77
393	94
394	87
395	41
396	9
397	53
398	85
399	7
400	52
401	33
402	2
403	95
404	74
405	6
406	39
407	33
408	58
409	40
410	9
411	3
412	78
413	39
414	42
415	18
416	41
417	0
418	68
419	54
420	40
421	84
422	70
423	76
424	18
425	14
426	60
427	59
428	50
429	50
430	26
431	34
432	67
433	9
434	32
435	95
436	40
437	45
438	49
439	14
440	58
441	77
442	10
443	10
444	23
445	11
446	87
447	29
448	44
449	74
450	81
451	76
452	80
453	46
454	23
455	17
456	40
457	26
458	23
459	36
460	60
461	17
462	47
463	45
464	80
465	82
466	22
467	24
468	59
469	7
470	77
471	17
472	25
473	58
474	4
475	54
476	62
477	21
478	22
479	39
480	89
481	47
482	84
483	56
484	31
485	36
486	71
487	69
488	77
489	55
490	47
491	61
492	1
493	0
494	41
495	49
496	36
497	89
498	42
499	78
500	7
501	78
502	66
503	40
504	35
505	0
506	9
507	69
508	52
509	55
510	28
511	18
512	45
513	28
514	11
515	32
516	53
517	46
518	30
519	37
520	71
521	17
522	74
523	18
524	79
525	37
526	27
527	37
528	15
529	1
530	49
531	32
532	92
533	19
534	77
535	73
536	2
537	22
538	74
539	93
540	63
541	3
542	59
543	92
544	83
545	5
546	39
547	6
548	18
549	92
550	21
551	8
552	31
553	51
554	10
555	71
556	93
557	6
558	34
559	74
560	80
561	27
562	75
563	83
564	26
565	11
566	76
567	99
568	68
569	25
570	91
571	75
572	53
573	35
574	98
575	16
576	57
577	49
578	40
579	83
580	2
581	22
582	31
583	46
584	16
585	85
586	41
587	15
588	88
589	97
590	17
591	95
592	88
593	58
594	68
595	87
596	61
597	20
598	26
599	59
600	97
601	88
602	67
603	87
604	25
605	42
606	83
607	10
608	96
609	0
610	14
611	95
612	14
613	92
614	4
615	56
616	31
617	84
618	57
619	99
620	26
621	29
622	81
623	16
624	78
625	59
626	16
627	20
628	42
629	84
630	28
631	51
632	23
633	80
634	36
635	45
636	95
637	63
638	38
639	59
640	11
641	19
642	45
643	98
644	40
645	74
646	41
647	97
648	0
649	16
650	15
651	59
652	1
653	37
654	0
655	37
656	88
657	81
658	3
659	74
660	75
661	66
662	20
663	77
664	8
665	80
666	13
667	68
668	91
669	20
670	83
671	98
672	11
673	70
674	40
675	8
676	82
677	36
678	1
679	53
680	94
681	16
682	87
683	99
684	31
685	63
686	89
687	22
688	83
689	73
690	68
691	92
692	58
693	41
694	26
695	0
696	88
697	46
698	45
699	45
700	5
701	76
702	31
703	11
704	76
705	16
706	85
707	68
708	99
709	2
710	53
711	88
712	42
713	57
714	33
715	51
716	42
717	90
718	61
719	72
720	34
721	23
722	89
723	11
724	78
725	59
726	13
727	77
728	65
729	54
730	70
731	96
732	53
733	10
734	5
735	39
736	1
737	54
738	91
739	95
740	3
741	32
742	60
743	71
744	43
745	82
746	65
747	50
748	73
749	18
750	50
751	50
752	35
753	82
754	65
755	31
756	23
757	95
758	9
759	59
760	1
761	1
762	38
763	93
764	4
765	32
766	18
767	76
768	51
769	55
770	89
771	5
772	10
773	46
774	46
775	97
776	75
777	28
778	83
779	5
780	32
781	7
782	60
783	41
784	79
785	38
786	23
787	96
788	66
789	84
790	3
791	26
792	64
793	39
794	66
795	20
796	37
797	85
798	13
799	28
800	14
801	44
802	41
803	25
804	33
805	1
806	40
807	90
808	24
809	14
810	3
811	44
812	12
813	64
814	30
815	39
816	85
817	52
818	84
819	97
820	93
821	64
822	74
823	74
824	0
825	7
826	59
827	84
828	12
829	49
830	55
831	79
832	41
833	48
834	33
835	33
836	94
837	59
838	6
839	91
840	90
841	93
842	68
843	79
844	71
845	63
846	96
847	58
848	63
849	68
850	52
851	0
852	82
853	30
854	58
855	96
856	79
857	97
858	31
859	42
860	69
861	96
862	47
863	47
864	69
865	60
866	86
867	79
868	27
869	85
870	18
871	30
872	11
873	28
874	24
875	57
876	19
877	39
878	83
879	94
880	42
881	5
882	44
883	79
884	52
885	14
886	84
887	63
888	81
889	74
890	35
891	62
892	52
893	74
894	93
895	58
896	34
897	87
898	52
899	92
900	83
901	64
902	50
903	82
904	89
905	12
906	53
907	12
908	2
909	24
910	18
911	57
912	89
913	47
914	6
915	79
916	67
917	55
918	87
919	99
920	59
921	82
922	78
923	79
924	33
925	59
926	30
927	11
928	23
929	70
930	23
931	15
932	94
933	90
934	6
935	4
936	4
937	56
938	65
939	38
940	22
941	14
942	25
943	85
944	26
945	64
946	87
947	7
948	83
949	19
950	60
951	13
952	81
953	84
954	22
955	79
956	41
957	35
958	17
959	59
960	49
961	16
962	39
963	18
964	84
965	52
966	97
967	18
968	89
969	17
970	94
971	16
972	26
973	65
974	73
975	41
976	54
977	9
978	14
979	5
980	64
981	45
982	30
983	3
984	95
985	65
986	42
987	44
988	74
989	22
990	35
991	28
992	39
993	82
994	40
995	99
996	85
997	71
998	71
999	19
1000	64
1001	55
1002	57
1003	17
1004	99
1005	77
1006	21
1007	13
1008	24
1009	80
1010	49
1011	47
1012	22
1013	37
1014	14
1015	95
1016	48
1017	12
1018	78
1019	91
1020	70
1021	8
1022	99
1023	5
1024	83
1025	92
1026	81
1027	19
1028	62
1029	33
1030	57
1031	63
1032	57
1033	49
1034	10
1035	43
1036	27
1037	10
1038	18
1039	98
1040	49
1041	73
1042	47
1043	46
1044	58
1045	43
1046	51
1047	93
1048	13
1049	82
1050	25
1051	68
1052	68
1053	17
1054	73
1055	67
1056	83
1057	9
1058	28
1059	50
1060	21
1061	88
1062	86
1063	6
1064	75
1065	79
1066	69
1067	20
1068	44
1069	76
1070	83
1071	27
1072	77
1073	67
1074	79
1075	85
1076	19
1077	79
1078	65
1079	47
1080	1
1081	86
1082	29
1083	34
1084	60
1085	77
1086	10
1087	23
1088	39
1089	77
1090	88
1091	28
1092	96
1093	82
1094	14
1095	61
1096	47
1097	6
1098	90
1099	5
1100	20
1101	32
1102	9
1103	84
1104	11
1105	67
1106	23
1107	70
1108	45
1109	85
1110	65
1111	59
1112	22
1113	81
1114	8
1115	71
1116	55
1117	40
1118	85
1119	46
1120	64
1121	21
1122	96
1123	28
1124	14
1125	17
1126	78
1127	3
1128	4
1129	6
1130	1
1131	53
1132	29
1133	76
1134	35
1135	14
1136	68
1137	93
1138	17
1139	35
1140	40
1141	69
1142	54
1143	97
1144	89
1145	90
1146	87
1147	5
1148	23
1149	78
1150	51
1151	79
1152	98
1153	81
1154	49
1155	59
1156	31
1157	27
1158	58
1159	40
1160	95
1161	6
1162	37
1163	10
1164	54
1165	65
1166	93
1167	20
1168	0
1169	95
1170	71
1171	1
1172	0
1173	51
1174	92
1175	87
1176	97
1177	86
1178	74
1179	13
1180	42
1181	0
1182	3
1183	23
1184	1
1185	80
1186	4
1187	65
1188	60
1189	94
1190	53
1191	97
1192	52
1193	83
1194	0
1195	90
1196	60
1197	75
1198	32
1199	2
1200	66
1201	28
1202	47
1203	8
1204	13
1205	39
1206	24
1207	75
1208	4
1209	36
1210	21
1211	55
1212	90
1213	88
1214	93
1215	40
1216	72
1217	87
1218	43
1219	78
1220	3
1221	80
1222	83
1223	5
1224	43
1225	64
1226	4
1227	6
1228	81
1229	82
1230	55
1231	88
1232	36
1233	86
1234	58
1235	4
1236	76
1237	37
1238	30
1239	64
1240	91
1241	29
1242	92
1243	30
1244	45
1245	11
1246	70
1247	56
1248	92
1249	85
1250	99
1251	34
1252	90
1253	95
1254	4
1255	44
1256	79
1257	77
1258	43
1259	74
1260	6
1261	43
1262	46
1263	59
1264	59
1265	85
1266	60
1267	88
1268	67
1269	10
1270	73
1271	18
1272	29
1273	97
1274	11
1275	51
1276	54
1277	93
1278	21
1279	75
1280	0
1281	43
1282	60
1283	40
1284	71
1285	34
1286	93
1287	62
1288	5
1289	68
1290	59
1291	54
1292	32
1293	80
1294	46
1295	5
1296	82
1297	30
1298	33
1299	66
1300	40
1301	20
1302	13
1303	2
1304	39
1305	83
1306	22
1307	58
1308	78
1309	19
1310	75
1311	27
1312	9
1313	20
1314	86
1315	45
1316	96
1317	44
1318	34
1319	32
1320	76
1321	50
1322	21
1323	41
1324	70
1325	50
1326	75
1327	85
1328	58
1329	29
1330	61
1331	84
1332	38
1333	16
1334	2
1335	59
1336	77
1337	47
1338	84
1339	91
1340	15
1341	51
1342	11
1343	46
1344	19
1345	37
1346	40
1347	29
1348	20
1349	23
1350	37
1351	89
1352	57
1353	46
1354	2
1355	32
1356	64
1357	30
1358	59
1359	56
1360	66
1361	65
1362	75
1363	90
1364	53
1365	6
1366	61
1367	65
1368	51
1369	70
1370	63
1371	6
1372	75
1373	71
1374	94
1375	71
1376	94
1377	25
1378	36
1379	88
1380	44
1381	82
1382	25
1383	18
1384	76
1385	86
1386	36
1387	43
1388	14
1389	94
1390	45
1391	28
1392	64
1393	38
1394	69
1395	82
1396	38
1397	63
1398	86
1399	96
1400	60
1401	36
1402	58
1403	90
1404	48
1405	85
1406	47
1407	83
1408	1
1409	5
1410	77
1411	77
1412	66
1413	1
1414	27
1415	89
1416	48
1417	58
1418	95
1419	42
1420	60
1421	36
1422	70
1423	24
1424	53
1425	69
1426	65
1427	70
1428	27
1429	29
1430	28
1431	17
1432	89
1433	76
1434	44
1435	40
1436	84
1437	59
1438	6
1439	68
1440	65
1441	72
1442	66
1443	61
1444	27
1445	96
1446	85
1447	76
1448	87
1449	79
1450	21
1451	97
1452	87
1453	50
1454	80
1455	0
1456	45
1457	2
1458	57
1459	11
1460	38
1461	65
1462	59
1463	55
1464	1
1465	43
1466	90
1467	24
1468	86
1469	19
1470	68
1471	0
1472	85
1473	27
1474	81
1475	76
1476	76
1477	75
1478	47
1479	26
1480	2
1481	40
1482	13
1483	39
1484	5
1485	70
1486	95
1487	57
1488	63
1489	36
1490	55
1491	5
1492	77
1493	16
1494	15
1495	26
1496	37
1497	76
1498	88
1499	98
1500	86
1501	75
1502	60
1503	14
1504	54
1505	58
1506	40
1507	90
1508	12
1509	9
1510	55
1511	16
1512	44
1513	98
1514	19
1515	81
1516	84
1517	66
1518	5
1519	82
1520	16
1521	96
1522	9
1523	76
1524	62
1525	36
1526	9
1527	55
1528	29
1529	72
1530	99
1531	85
1532	93
1533	53
1534	14
1535	51
1536	96
1537	68
1538	40
1539	71
1540	59
1541	48
1542	12
1543	8
1544	47
1545	73
1546	98
1547	55
1548	7
1549	0
1550	9
1551	35
1552	88
1553	41
1554	21
1555	43
1556	12
1557	55
1558	93
1559	37
1560	56
1561	74
1562	85
1563	87
1564	1
1565	71
1566	55
1567	82
1568	26
1569	57
1570	17
1571	66
1572	9
1573	39
1574	11
1575	84
1576	55
1577	0
1578	64
1579	57
1580	2
1581	94
1582	32
1583	92
1584	66
1585	8
1586	96
1587	52
1588	44
1589	63
1590	78
1591	20
1592	19
1593	91
1594	94
1595	6
1596	84
1597	67
1598	94
1599	59
1600	1
1601	42
1602	79
1603	92
1604	6
1605	42
1606	34
1607	55
1608	6
1609	95
1610	75
1611	14
1612	37
1613	94
1614	24
1615	94
1616	83
1617	36
1618	98
1619	25
1620	56
1621	2
1622	96
1623	96
1624	66
1625	58
1626	28
1627	67
1628	37
1629	47
1630	92
1631	2
1632	49
1633	91
1634	78
1635	61
1636	47
1637	13
1638	65
1639	22
1640	34
1641	59
1642	36
1643	99
1644	61
1645	59
1646	25
1647	80
1648	42
1649	90
1650	11
1651	86
1652	41
1653	46
1654	40
1655	30
1656	64
1657	44
1658	62
1659	85
1660	76
1661	22
1662	64
1663	52
1664	49
1665	83
1666	42
1667	85
1668	10
1669	13
1670	67
1671	0
1672	95
1673	4
1674	48
1675	73
1676	52
1677	84
1678	85
1679	70
1680	53
1681	97
1682	66
1683	1
1684	8
1685	65
1686	21
1687	53
1688	42
1689	8
1690	60
1691	42
1692	69
1693	83
1694	79
1695	16
1696	35
1697	50
1698	99
1699	27
1700	69
1701	96
1702	80
1703	49
1704	19
1705	13
1706	77
1707	81
1708	44
1709	67
1710	67
1711	25
1712	6
1713	6
1714	5
1715	76
